return_id,order_id,product_id,customer_id,return_date,return_quantity,refund_amount,return_reason,return_status
9019185,5142752,21520,116898.0,2025-03-10,1,10989.72,Damaged,Approved
9019186,5298704,20946,101260.0,2025-08-01,1,4232.91,Changed Mind,Approved
9019187,5029296,21848,133581.0,2024-06-28,1,3100.91,Wrong Item,Approved
9019188,5110686,21336,116064.0,2024-11-22,1,4779.68,Not as Expected,Approved
9019189,5453486,20478,108403.0,2025-05-04,1,14783.93,Wrong Item,Approved
9019190,5367403,20130,122456.0,2024-10-04,3,1387.54,Damaged,Approved
9019191,5095272,21986,147375.0,2025-04-03,1,535.26,Changed Mind,Approved
9019192,5042044,20610,105307.0,2025-10-22,1,822.21,Damaged,Approved
9019193,5019846,20512,131190.0,2024-10-30,1,3145.86,Quality Issue,Approved
9019194,5372954,21030,124131.0,2025-06-08,1,5964.65,Wrong Item,Approved
9019195,5512482,20832,112914.0,2024-06-03,2,2079.43,Quality Issue,Approved
9019196,5446244,20060,129847.0,2026-03-27,1,3283.6,Quality Issue,Approved
9019197,5294140,20808,102628.0,2026-04-18,1,2633.26,Wrong Item,Approved
9019198,5349339,20756,108995.0,2025-01-06,1,13296.87,Changed Mind,Approved
9019199,5110863,20056,105998.0,2024-10-21,1,3327.0,Quality Issue,Approved
9019200,5392986,21767,111251.0,2024-01-26,1,4786.94,Not as Expected,Approved
9019201,5258005,20793,142804.0,2025-08-03,1,1734.64,Not as Expected,Approved
9019202,5163918,21671,116850.0,2026-06-20,1,1273.34,Quality Issue,Approved
9019203,5246137,20844,124767.0,2026-06-07,3,15449.89,Changed Mind,Approved
9019204,5395289,21270,149875.0,2024-12-18,1,8094.66,Quality Issue,Approved
9019205,5427281,20037,103429.0,2025-10-13,1,2893.31,Quality Issue,Approved
9019206,5179384,21096,130019.0,2025-01-22,1,4501.35,Quality Issue,Approved
9019207,5337339,21861,133657.0,2025-08-11,1,20515.94,Wrong Item,Approved
9019208,5477549,21852,129977.0,2026-07-01,1,9285.04,Changed Mind,Approved
9019209,5020943,21342,139127.0,2026-01-27,1,8904.94,Quality Issue,Approved
9019210,5000639,20251,111187.0,2025-05-30,2,5168.3,Quality Issue,Approved
9019211,5023391,21701,105164.0,2026-05-01,1,4129.57,Quality Issue,Approved
9019212,5363591,21730,149681.0,2024-11-14,1,19641.05,Wrong Item,Approved
9019213,5263939,21982,120354.0,2025-01-31,1,4397.28,Changed Mind,Approved
9019214,5542463,21139,142463.0,2025-02-08,1,4999.31,Wrong Item,Approved
9019215,5016470,21712,148572.0,2024-08-13,1,34608.07,Wrong Item,Approved
9019216,5168540,20679,144260.0,2025-03-14,3,7151.17,Quality Issue,Approved
9019217,5130043,20804,132703.0,2026-07-09,1,7463.48,Not as Expected,Approved
9019218,5434029,20021,129815.0,2025-07-15,1,366.24,Damaged,Approved
9019219,5246430,20245,130044.0,2025-10-29,1,2018.26,Not as Expected,Approved
9019220,5244568,20349,140082.0,2025-08-27,1,276.76,Changed Mind,Approved
9019221,5460962,20373,121644.0,2024-11-19,2,9640.64,Quality Issue,Approved
9019222,5131469,20511,147650.0,2024-05-17,1,19305.87,Not as Expected,Approved
9019223,5162153,21948,125499.0,2024-06-30,1,14609.21,Not as Expected,Approved
9019224,5102545,21767,107621.0,2025-08-16,1,4786.94,Quality Issue,Approved
9019225,5083062,20084,139265.0,2024-09-02,1,3526.51,changed mind,Approved
9019226,5350570,21416,113119.0,2025-07-26,1,16428.19,Quality Issue,Approved
9019227,5082319,20475,119067.0,2026-03-31,1,4250.73,Quality Issue,Approved
9019228,5318033,20602,102074.0,2024-08-17,1,18138.87,Changed Mind,Approved
9019229,5412558,21091,119457.0,2025-10-19,2,3567.87,Not as Expected,Approved
9019230,5060931,21751,107688.0,2025-07-08,1,2000.9,Quality Issue,Approved
9019231,5011748,21017,144975.0,2025-11-18,1,1959.0,Quality Issue,Approved
9019232,5323124,21154,145089.0,2025-06-15,1,1954.25,Not as Expected,Approved
9019233,5419404,21052,138558.0,2024-11-03,2,31132.72,Quality Issue,Approved
9019234,5156322,21711,136084.0,2025-11-25,1,1999.91,Damaged,Approved
9019235,5011714,20439,149475.0,2024-10-31,1,4668.94,Quality Issue,Approved
9019236,5284183,21601,146340.0,2026-04-19,2,372.45,Wrong Item,Approved
9019237,5498797,21343,106616.0,2024-04-26,1,37130.49,Changed Mind,Approved
9019238,5012788,20154,119341.0,2025-09-12,2,16638.39,Quality Issue,Approved
9019239,5168081,21668,114424.0,2025-03-17,1,338.64,Quality Issue,Approved
9019240,5082458,21167,147527.0,2024-09-07,1,7402.47,Damaged,Approved
9019241,5481029,21926,142299.0,2024-09-19,2,6651.77,Changed Mind,Approved
9019242,5356806,20746,101274.0,2024-08-30,1,2691.46,Changed Mind,Approved
9019243,5010808,20449,103888.0,2025-08-26,2,29769.97,Wrong Item,Approved
9019244,5127616,21532,124161.0,2024-03-15,1,5709.23,Quality Issue,Approved
9019245,5250166,20922,149697.0,2026-05-31,1,1419.21,Not as Expected,Approved
9019246,5302786,20649,136747.0,2024-02-07,1,33926.34,Changed Mind,Approved
9019247,5187122,21597,126476.0,2024-08-24,1,7457.92,Quality Issue,Approved
9019248,5068194,21766,109255.0,2025-05-14,4,13991.14,Quality Issue,Approved
9019249,5498469,20879,139835.0,2024-10-03,1,15161.09,Quality Issue,Approved
9019250,5519719,21903,112283.0,2024-02-14,1,24269.97,Damaged,Approved
9019251,5283322,21794,132206.0,2024-10-11,1,6624.26,Not as Expected,Approved
9019252,5334723,20145,143271.0,2024-02-03,1,1507.65,Damaged,Approved
9019253,5473654,20403,147383.0,2025-05-01,1,35823.38,Not as Expected,Approved
9019254,5454300,20249,117931.0,2024-06-08,1,2297.59,Damaged,Approved
9019255,5314269,20387,139890.0,2024-02-02,1,1771.61,Not as Expected,Approved
9019256,5402875,20759,146798.0,2024-06-24,1,8706.6,Damaged,Approved
9019257,5387801,21527,113365.0,2025-06-25,1,708.81,Not as Expected,Approved
9019258,5368915,21680,149255.0,2024-05-29,1,4430.99,Changed Mind,Approved
9019259,5544705,20273,119238.0,2025-11-13,1,770.06,Quality Issue,Approved
9019260,5294303,21023,110560.0,2026-03-30,1,5368.97,Not as Expected,Approved
9019261,5031507,20259,137543.0,2024-09-03,3,24529.72,Quality Issue,Approved
9019262,5484264,20802,108268.0,2026-07-07,1,1173.89,Quality Issue,Approved
9019263,5542130,20939,124261.0,2025-05-19,2,2892.52,Quality Issue,Approved
9019264,5118540,20414,139982.0,2025-02-27,2,46991.88,Not as Expected,Approved
9019265,5013010,20680,114893.0,2025-04-02,1,5680.41,Damaged,Approved
9019266,5176951,20614,106738.0,2024-03-29,1,3815.85,Not as Expected,Approved
9019267,5284488,20596,134990.0,2024-05-10,3,47694.96,Damaged,Approved
9019268,5102353,21488,118722.0,2024-12-16,1,-3333209.3,Quality Issue,Approved
9019269,5007874,21792,102264.0,2025-02-28,1,4894.76,Wrong Item,Approved
9019270,5050035,21907,101626.0,2024-12-13,2,30921.9,Wrong Item,Pending
9019271,5424459,21452,106205.0,2025-05-17,3,116000.88,Not as Expected,Approved
9019272,5120388,20205,109294.0,2025-08-27,1,4571.04,Wrong Item,Approved
9019273,5186437,21197,125167.0,2026-04-23,1,5481.06,Wrong Item,Approved
9019274,5120111,20532,102467.0,2024-05-08,3,10524.67,Changed Mind,Approved
9019275,5109053,21077,117999.0,2024-09-08,1,13265.12,Changed Mind,Approved
9019276,5366629,21387,133846.0,2024-04-08,2,9400.78,Quality Issue,Approved
9019277,5323201,21682,141927.0,2025-06-01,1,693.65,Quality Issue,Approved
9019278,5175496,20891,120408.0,2024-05-26,1,17481.46,Damaged,Approved
9019279,5146908,21449,132858.0,2026-01-25,2,13607.65,Damaged,Approved
9019280,5404945,20383,138871.0,2024-02-05,1,4851.96,Not as Expected,Approved
9019281,5424724,20404,135411.0,2026-02-04,1,4263.32,Quality Issue,Approved
9019282,5535063,20765,116161.0,2025-06-03,1,2004.54,Quality Issue,Approved
9019283,5256424,20792,124110.0,2026-01-03,1,6417.62,Not as Expected,Approved
9019284,5483500,20912,141183.0,2024-10-03,1,7539.03,Quality Issue,Approved
9019285,5354354,20230,111008.0,2025-10-01,1,13227.92,Changed Mind,Approved
9019286,5496407,21989,144769.0,2024-03-05,1,5241.91,Not as Expected,Approved
9019287,5461660,20653,126725.0,2026-01-17,1,39243.89,Changed Mind,Approved
9019288,5470103,20672,120705.0,2025-12-12,1,2076.27,Quality Issue,Approved
9019289,5235304,20745,141063.0,2024-10-20,3,67056.85,Damaged,Approved
9019290,5166600,21135,137301.0,2024-10-11,1,734.05,Not as Expected,Approved
9019291,5074149,21407,146276.0,2025-07-21,2,78980.8,Changed Mind,Approved
9019292,5396926,21436,124790.0,2024-11-17,1,16107.18,Damaged,Approved
9019293,5111716,20477,112680.0,2025-04-20,1,2228.24,Quality Issue,Approved
9019294,5257643,20112,131259.0,2026-05-26,1,1660.1,Quality Issue,Approved
9019295,5243361,21920,126719.0,2025-01-31,1,7845.19,Quality Issue,Approved
9019296,5101862,21877,119715.0,2024-10-02,2,8077.78,Not as Expected,Approved
9019297,5430436,21770,131214.0,2026-05-03,2,7096.92,Not as Expected,Approved
9019298,5464817,21860,123526.0,2026-01-05,1,2870.08,Changed Mind,Approved
9019299,5231033,20648,106191.0,2024-06-22,1,4601.56,Quality Issue,Approved
9019300,5191985,20693,101493.0,2026-05-17,1,3413.11,Quality Issue,Approved
9019301,5375224,20352,103657.0,2025-08-06,1,13189.61,Changed Mind,Approved
9019302,5311793,20521,143906.0,2025-07-11,2,10314.28,Damaged,Approved
9019303,5011078,20764,114488.0,2026-04-13,3,142394.76,Not as Expected,Approved
9019304,5215833,20872,121279.0,2025-09-05,2,2491.7,Damaged,Approved
9019305,5508364,21768,145979.0,2025-03-03,1,4255.9,Changed Mind,Approved
9019306,5102620,20987,149740.0,2025-09-27,1,464.28,Not as Expected,Approved
9019307,5524357,20277,141131.0,2025-06-05,1,1256.51,Quality Issue,Approved
9019308,5514600,20610,143304.0,2024-10-03,2,1562.2,Changed Mind,Approved
9019309,5141371,21495,104547.0,2025-10-13,1,7754.04,Wrong Item,Approved
9019310,5037212,20367,143991.0,2024-07-14,1,314.65,Wrong Item,Approved
9019311,5228819,21367,119758.0,2024-10-12,1,2956.73,Quality Issue,Approved
9019312,5409229,20728,119487.0,2025-05-31,3,17842.33,Changed Mind,Approved
9019313,5518964,20593,143760.0,2026-01-08,1,6856.2,Wrong Item,Approved
9019314,5442348,20088,148267.0,2025-10-02,1,33030.43,Changed Mind,Approved
9019315,5245857,20796,100949.0,2024-04-26,3,99613.77,Quality Issue,Approved
9019316,5144148,20109,122071.0,2024-10-19,1,1646.91,Quality Issue,Approved
9019317,5157329,21602,143406.0,2024-11-28,1,2351.05,Quality Issue,Approved
9019318,5085383,20998,148293.0,2024-05-12,2,14555.69,Quality Issue,Approved
9019319,5470468,21213,100458.0,2025-02-02,1,20619.83,Damaged,Approved
9019320,5138557,21299,107438.0,2025-01-25,1,5516.87,Damaged,Approved
9019321,5547030,21810,146932.0,2025-08-29,2,89246.76,Wrong Item,Approved
9019322,5421419,20001,115875.0,2024-08-31,2,2324.0,Quality Issue,Approved
9019323,5481257,21439,116067.0,2026-03-26,1,13332.02,Changed Mind,Approved
9019324,5025030,21095,107197.0,2024-09-29,2,3137.62,Not as Expected,Approved
9019325,5332883,20564,101970.0,2024-08-18,2,8402.1,Quality Issue,Approved
9019326,5108851,21267,132297.0,2025-08-10,2,9117.4,Not as Expected,Approved
9019327,5260187,21826,136588.0,2024-01-31,2,500.99,Quality Issue,Approved
9019328,5361493,21943,132846.0,2026-01-20,1,32665.43,Changed Mind,Approved
9019329,5371811,20375,146410.0,2026-07-13,1,39446.22,Changed Mind,Approved
9019330,5091830,20132,100352.0,2024-07-15,3,8373.67,Quality Issue,Approved
9019331,5152413,21578,142063.0,2024-03-16,1,9914.83,Damaged,Approved
9019332,5182521,20238,117881.0,2024-08-17,2,1970.04,Damaged,Approved
9019333,5546164,20381,131682.0,2025-11-12,1,14322.5,Quality Issue,Approved
9019334,5409429,20394,106688.0,2025-03-02,1,3373.71,Quality Issue,Approved
9019335,5217474,21493,132973.0,2024-02-05,1,490.96,Quality Issue,Approved
9019336,5384902,21889,135015.0,2024-09-05,1,9785.39,Wrong Item,Approved
9019337,5159001,21834,136403.0,2025-12-19,2,88368.68,Changed Mind,Approved
9019338,5270640,20409,129205.0,2024-09-16,1,19145.39,Not as Expected,Approved
9019339,5036367,21716,140231.0,2026-01-21,1,733.0,Changed Mind,Approved
9019340,5351948,21160,117193.0,2024-04-27,1,20482.62,Quality Issue,Approved
9019341,5194008,21400,122625.0,2024-08-29,1,13339.75,Damaged,Approved
9019342,5058512,20699,118521.0,2024-10-07,1,6002.15,Quality Issue,Approved
9019343,5453942,21284,102371.0,2025-08-18,1,7031.87,Damaged,Approved
9019344,5165007,20664,109979.0,2024-07-27,1,2726.93,Damaged,Approved
9019345,5105634,21864,114420.0,2025-06-22,3,1220.43,Quality Issue,Approved
9019346,5326609,21943,147854.0,2026-05-28,2,78397.04,Wrong Item,Approved
9019347,5432660,21214,138427.0,2025-11-17,1,8692.91,Changed Mind,Approved
9019348,5220148,20338,110721.0,2024-05-01,1,3865.82,Quality Issue,Pending
9019349,5040316,21112,136265.0,2024-02-03,4,1350.2,Changed Mind,Approved
9019350,5267389,21609,135258.0,2026-05-03,1,136.73,Not as Expected,Approved
9019351,5178974,20062,137849.0,2024-09-10,1,5627.3,Changed Mind,Approved
9019352,5492881,21059,115913.0,2024-08-24,1,1965.59,Changed Mind,Approved
9019353,5214455,20278,142378.0,2025-05-14,1,1766.61,Quality Issue,Approved
9019354,5325588,20933,138095.0,2024-02-27,1,4096.38,Damaged,Approved
9019355,5125045,20553,100687.0,2025-12-23,3,6795.25,Changed Mind,Approved
9019356,5437179,21806,149119.0,2025-04-18,1,487.82,Damaged,Approved
9019357,5116071,20952,105630.0,2026-05-05,1,3840.63,Not as Expected,Approved
9019358,5418841,20328,122368.0,2024-11-18,1,27893.47,Wrong Item,Approved
9019359,5357176,20146,117708.0,2026-04-06,1,5008.53,Changed Mind,Approved
9019360,5333698,20972,143036.0,2026-05-26,3,3220.92,Quality Issue,Approved
9019361,5504643,20659,108968.0,2026-04-03,1,1936.03,Wrong Item,Approved
9019362,5228203,21271,111250.0,2024-05-01,1,4083.15,Changed Mind,Approved
9019363,5194050,20251,136415.0,2024-07-20,1,2720.16,Quality Issue,Approved
9019364,5129993,20078,131402.0,2025-02-22,3,2041.09,Quality Issue,Approved
9019365,5064113,21848,104655.0,2026-05-07,1,2790.82,Wrong Item,Approved
9019366,5113870,20970,113925.0,2025-08-16,2,29766.83,Not as Expected,Approved
9019367,5152536,21579,142072.0,2025-01-12,1,2715.51,Quality Issue,Approved
9019368,5543604,21235,145531.0,2026-06-11,2,83597.32,Not as Expected,Approved
9019369,5489625,21556,130808.0,2024-07-09,3,6783.48,Wrong Item,Approved
9019370,5283311,20966,113886.0,2024-10-11,1,40274.03,Damaged,Approved
9019371,5261505,20132,113330.0,2026-04-01,2,5288.63,Damaged,Approved
9019372,5122406,21282,112973.0,2024-12-06,1,8345.13,Damaged,Approved
9019373,5062948,21667,132732.0,2026-03-02,1,2503.47,Quality Issue,Approved
9019374,5376106,20745,136993.0,2025-05-06,3,67056.85,Not as Expected,Approved
9019375,5148431,20015,114271.0,2025-09-02,2,6453.99,Quality Issue,Approved
9019376,5277449,20071,126201.0,2024-08-25,4,3472.95,Changed Mind,Approved
9019377,5422975,21417,123482.0,2024-05-01,2,423.25,Changed Mind,Approved
9019378,5312826,21184,134765.0,2024-05-28,1,1031.9,Wrong Item,Approved
9019379,5259222,20588,110176.0,2026-03-27,1,20114.61,Not as Expected,Approved
9019380,5481729,21026,149723.0,2026-07-20,1,1917.16,Damaged,Approved
9019381,5524486,21752,135284.0,2024-02-03,3,6249.69,Wrong Item,Approved
9019382,5439777,20002,107137.0,2024-12-17,2,4501.16,Damaged,Approved
9019383,5154442,21012,132144.0,2026-06-17,1,5230.91,Wrong Item,Approved
9019384,5386078,20004,145225.0,2026-03-27,1,38080.58,Wrong Item,Approved
9019385,5489202,21621,110605.0,2025-11-10,1,3018.31,Wrong Item,Approved
9019386,5047857,20306,125528.0,2026-01-09,1,528.71,Not as Expected,Approved
9019387,5225149,21915,134897.0,2024-02-23,1,3378.19,Not as Expected,Approved
9019388,5201347,20699,143018.0,2025-09-03,1,6002.15,Damaged,Approved
9019389,5514465,20083,144314.0,2024-07-03,1,11182.51,Quality Issue,Approved
9019390,5255351,20579,116373.0,2024-04-14,1,1813.33,Wrong Item,Approved
9019391,5517029,21255,107463.0,2024-04-29,1,6661.38,Changed Mind,Approved
9019392,5201709,21512,133320.0,2026-06-08,1,7755.24,Changed Mind,Approved
9019393,5499164,20655,145381.0,2025-02-19,1,1006.52,Changed Mind,Approved
9019394,5122493,21681,112054.0,2026-07-04,3,22970.32,Damaged,Approved
9019395,5213712,21716,111892.0,2024-11-02,2,1379.76,Changed Mind,Approved
9019396,5176128,20159,137653.0,2026-02-01,2,15084.96,Not as Expected,Approved
9019397,5021889,21004,149837.0,2024-07-21,1,40578.95,Changed Mind,Approved
9019398,5164227,20781,112911.0,2024-05-31,1,2081.12,Wrong Item,Approved
9019399,5194179,21026,103616.0,2025-11-11,1,2029.93,Changed Mind,Approved
9019400,5246034,21309,148329.0,2026-05-23,1,-478386.27,Wrong Item,Approved
9019401,5387095,20830,133001.0,2025-03-31,1,2236.78,Changed Mind,Approved
9019402,5104937,20777,106109.0,2025-12-31,1,2152.34,Not as Expected,Approved
9019403,5289655,21856,104081.0,2025-07-30,1,6707.91,Wrong Item,Approved
9019404,5051733,20607,120893.0,2025-06-21,1,5124.47,Damaged,Approved
9019405,5434963,21408,149350.0,2026-07-11,1,4548.3,Quality Issue,Approved
9019406,5506424,21609,117838.0,2025-08-05,2,288.65,Quality Issue,Approved
9019407,5382931,21397,136031.0,2025-07-10,3,49044.05,Quality Issue,Approved
9019408,5252871,21183,116228.0,2025-09-03,1,5852.28,Changed Mind,Approved
9019409,5260740,20597,117501.0,2025-01-13,1,4247.59,Wrong Item,Approved
9019410,5146666,21473,120412.0,2025-12-10,1,1933.93,Wrong Item,Approved
9019411,5068419,20942,130250.0,2025-04-01,2,9646.46,Quality Issue,Approved
9019412,5044726,20032,144579.0,2025-08-27,2,2805.81,Not as Expected,Approved
9019413,5383014,21290,117199.0,2025-08-29,1,1289.32,Changed Mind,Approved
9019414,5085530,20590,141446.0,2024-07-23,2,6271.61,Quality Issue,Approved
9019415,5017091,21954,117556.0,2024-03-19,5,42927.0,Damaged,Approved
9019416,5139358,20680,123546.0,2026-04-26,1,5979.38,Not as Expected,Approved
9019417,5495340,20609,144236.0,2024-02-01,1,926.58, Changed Mind ,Approved
9019418,5035453,21752,105420.0,2024-10-10,2,3472.05,Changed Mind,Approved
9019419,5106284,21336,139335.0,2024-09-05,3,15932.28,Not as Expected,Approved
9019420,5073953,20006,135037.0,2026-06-16,1,6070.74,Quality Issue,Approved
9019421,5032976,21751,125159.0,2024-07-29,1,2106.21,Not as Expected,Approved
9019422,5317247,20587,133900.0,2025-02-04,2,1691.12,Not as Expected,Approved
9019423,5318163,21770,101017.0,2025-05-20,2,7096.92,Not as Expected,Approved
9019424,5350549,21610,139415.0,2025-03-20,2,31305.88,Quality Issue,Approved
9019425,5143172,20832,106455.0,2024-08-15,1,1234.66,Quality Issue,Approved
9019426,5152648,20451,114369.0,2025-06-26,1,2523.25,Quality Issue,Approved
9019427,5227723,20412,140230.0,2026-06-11,1,2265.01,Wrong Item,Approved
9019428,5532339,20636,149342.0,2025-12-16,3,4303.89,Damaged,Approved
9019429,5549937,20550,135144.0,2025-03-18,2,4201.47,Quality Issue,Approved
9019430,5468091,21246,125466.0,2024-02-10,1,4116.7,Quality Issue,Approved
9019431,5526232,20892,119067.0,2026-04-27,1,4505.83,Not as Expected,Approved
9019432,5199117,21207,136026.0,2024-04-05,1,1715.48,Changed Mind,Approved
9019433,5013047,21874,145446.0,2025-04-08,1,32601.37,Wrong Item,Approved
9019434,5144065,21351,101971.0,2025-10-13,1,1526.2,Quality Issue,Approved
9019435,5434601,20398,134685.0,2024-04-01,1,866.99,Quality Issue,Approved
9019436,5275665,21788,117095.0,2025-01-03,1,11130.1,Not as Expected,Approved
9019437,5226294,21428,100698.0,2026-01-23,1,4869.67,Quality Issue,Approved
9019438,5159909,21747,101774.0,2025-05-19,1,2060.08,Wrong Item,Approved
9019439,5340397,20974,144683.0,2025-01-05,1,1502.39,Quality Issue,Approved
9019440,5436847,21623,125400.0,2025-07-13,1,5854.23,Quality Issue,Approved
9019441,5020643,20049,148832.0,2025-04-09,1,1890.74,Wrong Item,Approved
9019442,5521446,20131,130286.0,2025-08-10,4,36368.07,Damaged,Approved
9019443,5309731,21110,117269.0,2025-11-29,1,321.04,Quality Issue,Approved
9019444,5462133,21769,129089.0,2026-05-19,1,9955.73,Quality Issue,Approved
9019445,5337765,21465,134584.0,2025-11-20,3,3375.26,Not as Expected,Approved
9019446,5398211,20479,108965.0,2024-03-22,1,4433.52,Changed Mind,Approved
9019447,5502527,20107,108570.0,2025-06-06,3,1638.52,Quality Issue,Approved
9019448,5082251,20950,125320.0,2025-10-21,1,1488.61,Damaged,Approved
9019449,5319810,20521,142376.0,2026-01-18,1,4383.57,Quality Issue,Approved
9019450,5043581,21858,126722.0,2025-06-21,2,56619.66,Quality Issue,Approved
9019451,5264358,20463,137446.0,2025-08-06,1,22587.14,Damaged,Approved
9019452,5451325,21489,123543.0,2025-02-18,1,2966.83,Changed Mind,Approved
9019453,5509178,20011,142131.0,2024-06-16,3,5584.78,Quality Issue,Approved
9019454,5265535,21735,122012.0,2025-11-26,2,87350.33,Wrong Item,Approved
9019455,5410287,20872,112148.0,2026-06-04,1,1176.64,Wrong Item,Approved
9019456,5322505,20579,119407.0,2025-03-19,2,3425.18,Quality Issue,Approved
9019457,5186796,21066,110768.0,2026-05-18,2,2031.08,Quality Issue,Approved
9019458,5312382,21255,134253.0,2024-09-05,1,7836.92,Quality Issue,Approved
9019459,5243700,21360,127451.0,2024-03-31,1,4134.46,Wrong Item,Pending
9019460,5276548,21271,133060.0,2025-03-30,1,4298.05,Quality Issue,Approved
9019461,5430505,20815,107471.0,2024-11-09,1,1554.7,Changed Mind,Approved
9019462,5183326,20886,139622.0,2025-10-02,2,755.16,Damaged,Approved
9019463,5051070,20252,113925.0,2024-12-31,2,28076.14,Changed Mind,Approved
9019464,5198866,20948,102666.0,2025-01-31,1,3202.49,Damaged,Approved
9019465,5413487,21542,123713.0,2026-05-06,1,19043.25,Quality Issue,Approved
9019466,5220389,20129,139071.0,2025-12-26,1,4397.2,Not as Expected,Approved
9019467,5306093,20155,138596.0,2026-04-06,2,8931.04,Damaged,Approved
9019468,5163301,20972,100862.0,2024-05-20,1,912.59,Quality Issue,Approved
9019469,5013889,21598,141377.0,2026-01-31,1,34562.54,Changed Mind,Approved
9019470,5546113,20843,114320.0,2025-09-08,1,8481.68,Quality Issue,Approved
9019471,5345950,20118,141444.0,2026-05-30,1,202.75,Changed Mind,Approved
9019472,5219829,20200,105401.0,2025-05-05,1,12500.0,Not as Expected,Approved
9019473,5346224,21951,140353.0,2025-08-02,1,1679.08,Damaged,Approved
9019474,5160031,20066,136948.0,2025-05-24,1,1501.16,Wrong Item,Approved
9019475,5494143,20200,144384.0,2024-02-19,2,23611.11,Damaged,Approved
9019476,5348404,20318,131737.0,2026-06-12,1,26129.85,Quality Issue,Approved
9019477,5158562,21677,110530.0,2025-11-06,1,101.09,Damaged,Approved
9019478,5104320,21722,139080.0,2025-12-30,2,10351.57,Wrong Item,Approved
9019479,5515554,21917,138965.0,2025-04-14,2,3667.45,Not as Expected,Approved
9019480,5296913,21949,125032.0,2026-01-08,1,9220.06,Not as Expected,Approved
9019481,5044436,20896,121248.0,2026-05-17,1,2612.32,Not as Expected,Approved
9019482,5076865,21070,148611.0,2024-07-21,1,2743.1,Quality Issue,Approved
9019483,5195262,20644,148893.0,2025-11-05,1,1107.01,Wrong Item,Approved
9019484,5265574,20735,123783.0,2024-04-18,2,512.3,Not as Expected,Approved
9019485,5425735,20664,135165.0,2025-01-20,1,2152.84,Changed Mind,Approved
9019486,5116325,20590,100625.0,2024-03-06,2,7378.36,Not as Expected,Approved
9019487,5062612,21090,136300.0,2024-01-11,2,28168.93,Quality Issue,Approved
9019488,5012401,20180,134813.0,2024-07-27,1,4470.38,Not as Expected,Approved
9019489,5169521,20330,103010.0,2024-05-08,1,5483.26,Changed Mind,Approved
9019490,5170328,20980,116113.0,2025-08-29,1,43296.12,Wrong Item,Approved
9019491,5354057,21460,107763.0,2026-07-24,1,806.19,Not as Expected,Approved
9019492,5132619,20868,133318.0,2026-03-12,2,18511.81,Quality Issue,Approved
9019493,5044499,20345,136046.0,2026-05-21,1,3891.06,Damaged,Approved
9019494,5164620,20549,110216.0,2025-02-16,1,7921.24,Wrong Item,Approved
9019495,5107670,21906,129621.0,2026-01-25,1,1123.87,Wrong Item,Approved
9019496,5075115,21051,135701.0,2025-04-04,1,42489.82,Not as Expected,Approved
9019497,5410579,21384,120850.0,2025-10-03,4,20991.48,Not as Expected,Approved
9019498,5027316,21539,137835.0,2026-03-04,1,14633.4,Wrong Item,Approved
9019499,5060340,20596,101659.0,2024-04-09,3,45310.21,Wrong Item,Approved
9019500,5010056,21458,147061.0,2025-03-20,1,3663.85,damaged,Approved
9019501,5098864,21551,111695.0,2025-06-11,1,448.76,Damaged,Approved
9019502,5547018,20817,107500.0,2025-02-12,1,5205.64,Damaged,Approved
9019503,5258148,21817,147235.0,2024-08-18,1,13285.22,Quality Issue,Approved
9019504,5343168,20065,120078.0,2025-08-28,1,22734.28,Changed Mind,Approved
9019505,5548538,21250,123378.0,2025-01-02,4,37878.86,Wrong Item,Approved
9019506,5018460,21555,128479.0,2024-12-14,2,29276.42,Quality Issue,Approved
9019507,5027653,21330,113895.0,2024-01-30,1,1335.09,Changed Mind,Approved
9019508,5189967,20121,149753.0,2025-07-29,1,7603.97,Quality Issue,Approved
9019509,5385937,21387,106979.0,2026-04-06,1,4700.39,Not as Expected,Approved
9019510,5225724,21387,117183.0,2024-10-05,1,4700.39,Changed Mind,Approved
9019511,5017481,21024,130928.0,2025-04-14,1,2341.76,Not as Expected,Approved
9019512,5462478,21214,143897.0,2026-01-09,2,15555.73,Damaged,Approved
9019513,5229003,21157,133843.0,2024-10-18,1,2282.45,Quality Issue,Approved
9019514,5262204,21773,136812.0,2024-06-08,1,656.07,Changed Mind,Approved
9019515,5484717,21197,124661.0,2024-03-30,1,6508.75,Wrong Item,Approved
9019516,5490245,21693,128770.0,2025-05-18,1,8953.66,Not as Expected,Approved
9019517,5042192,21800,138136.0,2026-07-02,3,14790.5,Not as Expected,Approved
9019518,5533475,20435,114504.0,2026-04-17,1,1747.13,Wrong Item,Approved
9019519,5521002,21585,140519.0,2024-06-25,2,13543.68,Wrong Item,Approved
9019520,5480242,21739,136564.0,2024-11-03,1,2686.7,Wrong Item,Approved
9019521,5376213,21847,122901.0,2025-06-17,1,597.65,Quality Issue,Approved
9019522,5072019,21580,135533.0,2025-01-29,1,1481.24,Quality Issue,Approved
9019523,5530913,21825,142044.0,2024-10-02,1,5601.94,Quality Issue,Approved
9019524,5384348,21074,138349.0,2024-06-09,1,1150.0,Changed Mind,Approved
9019525,5105776,20486,117451.0,2024-04-26,1,22156.06,Wrong Item,Approved
9019526,5041918,20678,120334.0,2024-06-30,1,1391.59,Quality Issue,Approved
9019527,5392127,21936,103259.0,2026-02-02,1,2954.65,Quality Issue,Approved
